"Date","LongName","Distributed","Doses Administered","Administered_Dose1_Recip","% total population with at least 1 shot","Administered_Dose1_Recip_12Plus","% population over 12 with at least 1 shot","Administered_Dose1_Recip_18Plus","% of adults with at least 1 shot","Administered_Dose1_Recip_65Plus","% of seniors with at least 1 shot","Series_Complete_Yes","% total population fully vaccinated","Series_Complete_12Plus","% population over 12 fully vaccinated","Series_Complete_18Plus","% of adults fully vaccinated","Series_Complete_65Plus","% of seniors fully vaccinated","Percent.Of.Distributed.Administered"
2021-03-08,"Delaware",361765,280674,172568,17.7,0,0,172507,22.4,109891,58.2,100543,10.3,0,0,100523,13.1,59967,31.7,77.6
2021-03-08,"Florida",7771315,5904827,3718074,17.3,0,0,3714758,21.5,2742730,61,2055838,9.6,0,0,2055468,11.9,1531377,34.1,76
2021-03-08,"Georgia",3437635,2391999,1411942,13.3,0,0,1411448,17.4,878374,57.9,904207,8.5,0,0,904043,11.1,566533,37.3,69.6
2021-03-08,"Hawaii",598100,452988,280866,19.8,0,0,280669,25.1,107793,40.2,174927,12.4,0,0,174861,15.7,70294,26.2,75.7
2021-03-08,"Iowa",1106755,940050,647648,20.5,0,0,647171,26.7,377167,68.2,304688,9.7,0,0,304429,12.5,128634,23.3,84.9
2021-03-08,"Idaho",594115,482273,300640,16.8,0,0,300631,22.5,173988,59.9,174479,9.8,0,0,174476,13,80210,27.6,81.2
2021-03-08,"Illinois",4378835,3571808,2398497,18.9,0,0,2396528,24.3,1141736,55.9,1153941,9.1,0,0,1153369,11.7,503995,24.7,81.6
2021-03-08,"Indiana",2206230,1879649,1152396,17.1,0,0,1152148,22.3,713762,65.7,716718,10.6,0,0,716611,13.9,455041,41.9,85.2
2021-03-08,"Kansas",1091625,742945,515054,17.7,0,0,514663,23.3,270961,57,261951,9,0,0,261757,11.8,119435,25.1,68.1
2021-03-08,"Kentucky",1555915,1283860,867007,19.4,0,0,866558,25,428368,57.1,443361,9.9,0,0,443260,12.8,200734,26.7,82.5
2021-03-08,"Louisiana",1640860,1277889,805777,17.3,0,0,805577,22.6,465232,62.8,461597,9.9,0,0,461555,13,298764,40.3,77.9
2021-03-08,"Massachusetts",2497130,2199086,1493343,21.7,0,0,1492149,26.9,737292,63.1,695094,10.1,0,0,694687,12.5,280931,24,88.1
2021-03-08,"Maryland",2116560,1671778,1109083,18.3,0,0,1108581,23.5,517855,54,628959,10.4,0,0,628774,13.3,262894,27.4,79
2021-03-08,"Maine",503580,427445,287695,21.4,0,0,287572,26.3,179215,62.8,148712,11.1,0,0,148643,13.6,72622,25.5,84.9
2021-03-08,"Michigan",3363430,2765577,1789580,17.9,0,0,1789143,22.8,1040274,58.9,1002567,10,0,0,1002370,12.8,501185,28.4,82.2
2021-03-08,"Minnesota",1953700,1725656,1151692,20.4,0,0,1151096,26.5,625486,68,592955,10.5,0,0,592690,13.7,273223,29.7,88.3
2021-03-08,"Missouri",2032445,1633864,1027201,16.7,0,0,1026721,21.5,558440,52.6,541587,8.8,0,0,541426,11.4,259891,24.5,80.4
2021-03-08,"Mississippi",1067855,776272,506410,17,0,0,506276,22.2,271229,55.7,278797,9.4,0,0,278752,12.2,162941,33.5,72.7
2021-03-08,"Montana",411145,341554,219236,20.5,0,0,218957,26.1,119417,57.8,122866,11.5,0,0,122770,14.6,65874,31.9,83.1
2021-03-08,"North Carolina",3624905,2881950,1838635,17.5,0,0,1837346,22.4,1117894,63.8,1007844,9.6,0,0,1007229,12.3,672039,38.4,79.5
2021-03-08,"North Dakota",299900,275989,172717,22.7,0,0,172507,29.6,88138,73.5,91455,12,0,0,91399,15.7,47579,39.7,92
2021-03-08,"Nebraska",712720,573413,371498,19.2,0,0,371167,25.5,201482,64.5,203997,10.5,0,0,203843,14,88408,28.3,80.5
2021-03-08,"New Hampshire",496675,385485,282343,20.8,0,0,281858,25.5,161613,63.7,120116,8.8,0,0,119965,10.9,43475,17.1,77.6
2021-03-08,"New Jersey",3070400,2571874,1775631,20,0,0,1773471,25.5,779282,52.8,898336,10.1,0,0,897594,12.9,369816,25.1,83.8
2021-03-08,"New Mexico",901345,833881,541044,25.8,0,0,538607,33.2,219033,58,303277,14.5,0,0,302533,18.7,120537,31.9,92.5
2021-03-08,"Nevada",1033680,855890,539447,17.5,0,0,539272,22.6,287766,58,294908,9.6,0,0,294841,12.3,147883,29.8,82.8
2021-03-08,"New York",7010045,5416301,3569927,18.4,0,0,3567373,23.1,1633732,49.6,1752004,9,0,0,1751590,11.4,778698,23.6,77.3
2021-03-08,"Ohio",4057505,3203772,2042646,17.5,0,0,2041708,22.4,1232065,60.2,1151455,9.9,0,0,1151010,12.6,647556,31.6,79
2021-03-08,"Oklahoma",1741270,1300639,818496,20.7,0,0,817595,27.2,423459,66.7,465461,11.8,0,0,465324,15.5,290596,45.8,74.7
2021-03-08,"Oregon",1420125,1199682,760168,18,0,0,759275,22.7,348420,45.5,431930,10.2,0,0,431340,12.9,131471,17.2,84.5
2021-03-08,"Pennsylvania",4641045,3335592,2289199,17.9,0,0,2287354,22.5,1149778,48,1043146,8.1,0,0,1042569,10.3,447429,18.7,71.9
2021-03-08,"Puerto Rico",1250670,633344,402670,12.6,0,0,402518,15.4,184560,27.2,231579,7.3,0,0,231547,8.8,78825,11.6,50.6
2021-03-08,"Rhode Island",387365,326730,234708,22.2,0,0,234611,27.4,134039,71.7,93178,8.8,0,0,93135,10.9,29976,16,84.3
2021-03-08,"South Carolina",1642615,1380510,873292,17,0,0,872547,21.6,606810,64.8,499288,9.7,0,0,498988,12.4,333119,35.6,84
2021-03-08,"South Dakota",399640,326272,213168,24.1,0,0,212861,31.9,117821,77.6,113754,12.9,0,0,113641,17,54288,35.7,81.6
2021-03-08,"Tennessee",2319910,1659254,1058354,15.5,0,0,1058112,19.9,620693,54.3,573256,8.4,0,0,573197,10.8,322796,28.2,71.5
2021-03-08,"Texas",9250505,7071506,4406573,15.2,0,0,4389612,20.3,1911002,51.2,2392254,8.3,0,0,2383046,11,1037451,27.8,76.4
2021-03-08,"United States",116378615,92089852,60005231,18.1,0,0,59945907,23.2,32074651,58.5,31493040,9.5,0,0,31470910,12.2,16035530,29.2,79.1
2021-03-08,"Utah",993140,833714,483105,15.1,0,0,482450,21.2,222551,60.8,216903,6.8,0,0,216758,9.5,78216,21.4,83.9
2021-03-08,"Virginia",2881325,2486429,1591745,18.6,0,0,1590396,23.8,751768,55.3,889474,10.4,0,0,889085,13.3,369310,27.2,86.3
2021-03-08,"Vermont",261100,198741,126974,20.3,0,0,126879,24.9,75313,60.2,67485,10.8,0,0,67440,13.2,25276,20.2,76.1
2021-03-08,"Washington",2657880,2213284,1411252,18.5,0,0,1410307,23.7,764961,63.2,788319,10.4,0,0,787962,13.2,414905,34.3,83.3
2021-03-08,"Wisconsin",1924865,1804918,1150440,19.8,0,0,1149849,25.2,682286,67.1,639644,11,0,0,639429,14,347137,34.1,93.8
2021-03-08,"West Virginia",723565,602407,363952,20.3,0,0,363600,25.4,210237,57.3,230156,12.8,0,0,229997,16.1,124553,33.9,83.3
2021-03-08,"Wyoming",236065,185580,114824,19.8,0,0,114753,25.8,63028,63.5,68219,11.8,0,0,68201,15.3,40538,40.9,78.6
2021-03-09,"Alaska",430685,302687,184906,25.3,0,0,183899,33.3,65451,71.5,117345,16,0,0,116751,21.2,50704,55.4,70.3
2021-03-09,"Alabama",1689050,1140984,747268,15.2,0,0,746978,19.6,419532,49.4,420083,8.6,0,0,420040,11,243460,28.6,67.6
2021-03-09,"Arkansas",1158630,782750,501653,16.6,0,0,501433,21.6,276437,52.8,279815,9.3,0,0,279772,12.1,135303,25.8,67.6
2021-03-09,"Arizona",2638855,2245854,1435152,19.7,0,0,1432773,25.4,767784,58.7,750217,10.3,0,0,749605,13.3,372599,28.5,85.1
2021-03-09,"California",15047220,10925581,7400238,18.7,0,0,7394748,24.2,3865132,66.2,3444791,8.7,0,0,3443578,11.2,1766614,30.3,72.6
2021-03-09,"Colorado",2119340,1650716,1061907,18.4,0,0,1061408,23.6,583908,69.3,584872,10.2,0,0,584720,13,321147,38.1,77.9
2021-03-09,"Connecticut",1525915,1245687,897576,25.2,0,0,896669,31.6,518291,82.2,345611,9.7,0,0,345330,12.2,162723,25.8,81.6
2021-03-09,"District of Columbia",355785,232666,102392,14.5,0,0,102370,17.7,49170,56.3,52813,7.5,0,0,52811,9.1,24580,28.1,65.4
2021-03-09,"Delaware",389215,285101,174037,17.9,0,0,173976,22.6,110739,58.6,103622,10.6,0,0,103602,13.5,61969,32.8,73.3
2021-03-09,"Florida",8455205,5961421,3760044,17.5,0,0,3756711,21.8,2758011,61.3,2074763,9.7,0,0,2074393,12,1544425,34.3,70.5
2021-03-09,"Georgia",3706995,2406206,1420118,13.4,0,0,1419619,17.5,881052,58.1,910623,8.6,0,0,910455,11.2,569047,37.5,64.9
2021-03-09,"Hawaii",632120,464100,287071,20.3,0,0,286871,25.7,111121,41.4,179965,12.7,0,0,179898,16.1,72776,27.1,73.4
2021-03-09,"Iowa",1162165,952377,653454,20.7,0,0,652966,26.9,378762,68.5,313434,9.9,0,0,313167,12.9,133118,24.1,81.9
2021-03-09,"Idaho",617985,489220,304032,17,0,0,304022,22.7,175575,60.4,178260,10,0,0,178257,13.3,83031,28.6,79.2
2021-03-09,"Illinois",4715845,3601065,2414809,19.1,0,0,2412812,24.5,1148369,56.2,1166993,9.2,0,0,1166413,11.8,511257,25,76.4
2021-03-09,"Indiana",2443780,1892845,1161968,17.3,0,0,1161719,22.5,715043,65.9,724015,10.8,0,0,723908,14,458309,42.2,77.5
2021-03-09,"Kansas",1094695,751652,521147,17.9,0,0,520746,23.5,273714,57.6,265215,9.1,0,0,265021,12,120291,25.3,68.7
2021-03-09,"Kentucky",1692775,1293847,872816,19.5,0,0,872356,25.2,430350,57.3,448228,10,0,0,448122,12.9,202934,27,76.4
2021-03-09,"Louisiana",1739230,1286353,811301,17.5,0,0,811099,22.8,466588,63,465217,10,0,0,465175,13.1,300529,40.6,74
2021-03-09,"Massachusetts",2657570,2226167,1510698,21.9,0,0,1509489,27.2,743767,63.6,706965,10.3,0,0,706554,12.8,287536,24.6,83.8
2021-03-09,"Maryland",2254210,1715039,1141469,18.9,0,0,1140939,24.2,534578,55.7,647080,10.7,0,0,646892,13.7,271995,28.4,76.1
2021-03-09,"Maine",541780,432219,290479,21.6,0,0,290356,26.5,180826,63.4,152152,11.3,0,0,152083,13.9,74991,26.3,79.8
2021-03-09,"Michigan",3758740,2787289,1805357,18.1,0,0,1804914,23,1050111,59.5,1009603,10.1,0,0,1009405,12.9,506462,28.7,74.2
2021-03-09,"Minnesota",2011060,1746992,1167407,20.7,0,0,1166803,26.9,636234,69.1,603801,10.7,0,0,603536,13.9,279874,30.4,86.9
2021-03-09,"Missouri",2043505,1647096,1038458,16.9,0,0,1037949,21.8,562791,53,544220,8.9,0,0,544059,11.4,260953,24.6,80.6
2021-03-09,"Mississippi",1089955,780649,509358,17.1,0,0,509220,22.4,272451,56,280373,9.4,0,0,280326,12.3,163832,33.7,71.6
2021-03-09,"Montana",414385,343597,220672,20.6,0,0,220385,26.2,119895,58.1,123617,11.6,0,0,123520,14.7,66348,32.1,82.9
2021-03-09,"North Carolina",3719845,2909142,1858432,17.7,0,0,1857098,22.7,1123076,64.1,1015937,9.7,0,0,1015320,12.4,675931,38.6,78.2
2021-03-09,"North Dakota",318530,277845,173961,22.8,0,0,173750,29.9,88266,73.7,91874,12.1,0,0,91818,15.8,47738,39.8,87.2
2021-03-09,"Nebraska",769090,594293,387731,20,0,0,387392,26.6,212619,68,209383,10.8,0,0,209227,14.3,91736,29.4,77.3
2021-03-09,"New Hampshire",512715,393931,289813,21.3,0,0,289316,26.2,165657,65.3,123431,9.1,0,0,123279,11.2,45873,18.1,76.8
2021-03-09,"New Jersey",3161120,2639438,1821711,20.5,0,0,1819475,26.2,797454,54,923455,10.4,0,0,922683,13.3,382869,25.9,83.5
2021-03-09,"New Mexico",972065,839018,545238,26,0,0,542727,33.5,220144,58.3,304689,14.5,0,0,303906,18.7,121102,32.1,86.3
2021-03-09,"Nevada",1124830,864967,544881,17.7,0,0,544697,22.8,289836,58.4,298403,9.7,0,0,298334,12.5,149297,30.1,76.9
2021-03-09,"New York",7147625,5525344,3651402,18.8,0,0,3648672,23.7,1661207,50.4,1792253,9.2,0,0,1791829,11.6,797201,24.2,77.3
2021-03-09,"Ohio",4331405,3255735,2070097,17.7,0,0,2069116,22.7,1245694,60.9,1178428,10.1,0,0,1177981,12.9,663385,32.4,75.2
2021-03-09,"Oklahoma",1744610,1307274,822520,20.8,0,0,821610,27.3,424317,66.8,468285,11.8,0,0,468148,15.6,291851,46,74.9
2021-03-09,"Oregon",1480885,1221981,773967,18.4,0,0,773047,23.1,357512,46.7,440717,10.4,0,0,440115,13.1,135047,17.6,82.5
2021-03-09,"Pennsylvania",4808285,3524263,2401448,18.8,0,0,2399345,23.6,1204205,50.3,1117905,8.7,0,0,1117253,11,497403,20.8,73.3
2021-03-09,"Puerto Rico",1256170,635352,404145,12.7,0,0,403993,15.4,185533,27.3,232141,7.3,0,0,232109,8.9,79281,11.7,50.6
2021-03-09,"Rhode Island",422115,333607,240963,22.7,0,0,240862,28.2,136605,73,94332,8.9,0,0,94289,11,30436,16.3,79
2021-03-09,"South Carolina",1776495,1397362,885144,17.2,0,0,884391,21.9,611238,65.2,505570,9.8,0,0,505267,12.5,338125,36.1,78.7
2021-03-09,"South Dakota",411670,326763,213680,24.2,0,0,213373,32,117927,77.6,113842,12.9,0,0,113729,17,54312,35.8,79.4
2021-03-09,"Tennessee",2344940,1667642,1064302,15.6,0,0,1064059,20,623688,54.5,575734,8.4,0,0,575673,10.8,324554,28.4,71.1
2021-03-09,"Texas",9694925,7299866,4574899,15.8,0,0,4557366,21.1,1968446,52.7,2460920,8.5,0,0,2451489,11.4,1058863,28.4,75.3
2021-03-09,"United States",123232775,93692598,61088527,18.4,0,0,61027125,23.6,32507609,59.3,32102061,9.7,0,0,32079368,12.4,16348308,29.8,76
2021-03-09,"Utah",1054260,880032,512666,16,0,0,511840,22.5,231774,63.3,236663,7.4,0,0,236490,10.4,85064,23.2,83.5
2021-03-09,"Virginia",3091425,2553714,1642937,19.2,0,0,1641527,24.6,778568,57.3,917398,10.7,0,0,916986,13.7,382340,28.1,82.6
2021-03-09,"Vermont",272530,203900,130466,20.9,0,0,130371,25.6,77946,62.3,69148,11.1,0,0,69102,13.5,26612,21.3,74.8
2021-03-09,"Washington",2942240,2255182,1437268,18.9,0,0,1436299,24.1,773889,64,804325,10.6,0,0,803966,13.5,421979,34.9,76.6
2021-03-09,"Wisconsin",2154685,1812456,1155268,19.8,0,0,1154667,25.3,684721,67.3,642274,11,0,0,642059,14.1,349089,34.3,84.1
2021-03-09,"West Virginia",773125,606345,367001,20.5,0,0,366648,25.6,211606,57.7,231295,12.9,0,0,231136,16.1,125301,34.1,78.4
2021-03-09,"Wyoming",246125,185813,115046,19.9,0,0,114975,25.8,63071,63.6,68289,11.8,0,0,68271,15.3,40558,40.9,75.5
2021-03-10,"Alaska",445125,307769,188281,25.7,0,0,187263,34,65812,71.9,119073,16.3,0,0,118470,21.5,51151,55.8,69.1
2021-03-10,"Alabama",1775660,1173820,768502,15.7,0,0,768201,20.1,429845,50.6,435018,8.9,0,0,434974,11.4,251780,29.6,66.1
2021-03-10,"Arkansas",1162330,799184,513591,17,0,0,513363,22.2,283789,54.2,285284,9.5,0,0,285241,12.3,138891,26.5,68.8
2021-03-10,"Arizona",2887485,2293559,1464494,20.1,0,0,1462061,25.9,782049,59.8,767107,10.5,0,0,766489,13.6,384027,29.3,79.4
2021-03-10,"California",15301360,11062505,7497005,19,0,0,7491289,24.5,3893413,66.7,3485179,8.8,0,0,3483935,11.4,1795646,30.8,72.3
2021-03-10,"Colorado",2213800,1694476,1089653,18.9,0,0,1089130,24.2,592020,70.3,609417,10.6,0,0,609261,13.5,332776,39.5,76.5
2021-03-10,"Connecticut",1558445,1272581,920595,25.8,0,0,919676,32.4,527165,83.6,354352,9.9,0,0,354066,12.5,166726,26.5,81.7
2021-03-10,"District of Columbia",358485,238189,105267,14.9,0,0,105244,18.2,49642,56.8,54738,7.8,0,0,54736,9.5,25790,29.5,66.4
2021-03-10,"Delaware",397815,285262,174501,17.9,0,0,174440,22.6,110884,58.7,103844,10.7,0,0,103824,13.5,62071,32.9,71.7
2021-03-10,"Florida",8531035,6070173,3833243,17.8,0,0,3829859,22.2,2793682,62.1,2111915,9.8,0,0,2111540,12.2,1573136,35,71.2
2021-03-10,"Georgia",3782385,2408998,1422182,13.4,0,0,1421682,17.5,881468,58.1,911979,8.6,0,0,911811,11.2,569618,37.6,63.7
2021-03-10,"Hawaii",647520,475859,294934,20.8,0,0,294711,26.4,114845,42.8,184608,13,0,0,184541,16.5,74325,27.7,73.5
2021-03-10,"Iowa",1196265,969877,663400,21,0,0,662907,27.3,383305,69.3,323127,10.2,0,0,322858,13.3,139098,25.2,81.1
2021-03-10,"Idaho",627055,497534,309022,17.3,0,0,309012,23.1,178012,61.2,182275,10.2,0,0,182272,13.6,85993,29.6,79.3
2021-03-10,"Illinois",4863485,3672596,2452227,19.4,0,0,2450172,24.9,1163559,56.9,1200821,9.5,0,0,1200226,12.2,529592,25.9,75.5
2021-03-10,"Indiana",2473740,1934412,1186992,17.6,0,0,1186734,23,721810,66.5,745011,11.1,0,0,744902,14.4,472809,43.5,78.2
2021-03-10,"Kansas",1194795,769636,532078,18.3,0,0,531657,24,278875,58.7,273211,9.4,0,0,273010,12.3,124776,26.2,64.4
2021-03-10,"Kentucky",1709375,1318808,891206,19.9,0,0,890725,25.7,437917,58.3,456204,10.2,0,0,456097,13.2,206827,27.6,77.2
2021-03-10,"Louisiana",1787330,1309279,825386,17.8,0,0,825181,23.2,470995,63.6,475726,10.2,0,0,475683,13.4,307368,41.5,73.3
2021-03-10,"Massachusetts",2724620,2313916,1567359,22.7,0,0,1566114,28.3,772558,66.1,749328,10.9,0,0,748898,13.5,315911,27,84.9
2021-03-10,"Maryland",2320250,1761081,1175253,19.4,0,0,1174687,24.9,550530,57.4,666478,11,0,0,666281,14.1,281936,29.4,75.9
2021-03-10,"Maine",557580,441443,296707,22.1,0,0,296584,27.1,184652,64.7,156492,11.6,0,0,156423,14.3,78189,27.4,79.2
2021-03-10,"Michigan",3777560,2831319,1834706,18.4,0,0,1834248,23.4,1064338,60.3,1025697,10.3,0,0,1025491,13.1,515730,29.2,75
2021-03-10,"Minnesota",2167130,1771967,1185323,21,0,0,1184707,27.3,647510,70.4,617550,11,0,0,617281,14.2,289120,31.4,81.8
2021-03-10,"Missouri",2197225,1685362,1060792,17.3,0,0,1060272,22.2,574850,54.1,564507,9.2,0,0,564343,11.8,274489,25.8,76.7
2021-03-10,"Mississippi",1147355,801306,523070,17.6,0,0,522925,23,277052,56.9,289830,9.7,0,0,289780,12.7,168477,34.6,69.8
2021-03-10,"Montana",446835,349631,224812,21,0,0,224506,26.7,121624,58.9,126093,11.8,0,0,125996,15,67977,32.9,78.2
2021-03-10,"North Carolina",3960335,2979031,1906434,18.2,0,0,1905018,23.3,1134162,64.8,1040603,9.9,0,0,1039984,12.7,692994,39.6,75.2
2021-03-10,"North Dakota",321600,280757,175078,23,0,0,174867,30.1,88482,73.8,93608,12.3,0,0,93551,16.1,48299,40.3,87.3
2021-03-10,"Nebraska",774790,607373,396661,20.5,0,0,396317,27.2,216296,69.2,215091,11.1,0,0,214935,14.7,94934,30.4,78.4
2021-03-10,"New Hampshire",531815,405366,297909,21.9,0,0,297403,26.9,171503,67.6,128318,9.4,0,0,128164,11.6,49760,19.6,76.2
2021-03-10,"New Jersey",3302940,2714949,1871063,21.1,0,0,1868686,26.9,816342,55.3,953326,10.7,0,0,952498,13.7,397807,27,82.2
2021-03-10,"New Mexico",988615,840633,546442,26.1,0,0,543905,33.6,220478,58.4,305392,14.6,0,0,304609,18.8,121305,32.1,85
2021-03-10,"Nevada",1137630,878645,553065,18,0,0,552873,23.2,293325,59.1,304199,9.9,0,0,304130,12.7,153589,31,77.2
2021-03-10,"New York",7698785,5691711,3781666,19.4,0,0,3778666,24.5,1713086,52,1845103,9.5,0,0,1844652,12,821809,24.9,73.9
2021-03-10,"Ohio",4444875,3316480,2109012,18,0,0,2108006,23.1,1264033,61.8,1209855,10.4,0,0,1209403,13.3,681278,33.3,74.6
2021-03-10,"Oklahoma",1889040,1334818,839508,21.2,0,0,838522,27.9,428394,67.4,479038,12.1,0,0,478896,15.9,297842,46.9,70.7
2021-03-10,"Oregon",1608165,1238835,784943,18.6,0,0,784012,23.4,364335,47.6,447042,10.6,0,0,446435,13.3,137743,18,77
2021-03-10,"Pennsylvania",4968885,3638014,2470284,19.3,0,0,2468064,24.3,1238688,51.8,1161950,9.1,0,0,1161230,11.4,525877,22,73.2
2021-03-10,"Puerto Rico",1343520,674636,427506,13.4,0,0,427337,16.3,202007,29.7,248683,7.8,0,0,248646,9.5,90356,13.3,50.2
2021-03-10,"Rhode Island",424815,340997,246202,23.2,0,0,246100,28.8,138813,74.2,97198,9.2,0,0,97155,11.4,31481,16.8,80.3
2021-03-10,"South Carolina",1817845,1423016,902545,17.5,0,0,901779,22.3,616939,65.8,516180,10,0,0,515876,12.8,346001,36.9,78.3
2021-03-10,"South Dakota",424610,332059,217047,24.5,0,0,216723,32.5,118983,78.3,116073,13.1,0,0,115951,17.4,56067,36.9,78.2
2021-03-10,"Tennessee",2439940,1711512,1091669,16,0,0,1091403,20.5,636115,55.6,591766,8.7,0,0,591701,11.1,336154,29.4,70.1
2021-03-10,"Texas",10509965,7529655,4740604,16.3,0,0,4722496,21.9,2026026,54.3,2538748,8.8,0,0,2529051,11.7,1085003,29.1,71.6
2021-03-10,"United States",127869155,95721290,62451150,18.8,0,0,62387489,24.2,33074767,60.3,32904161,9.9,0,0,32880833,12.7,16811802,30.7,74.9
2021-03-10,"Utah",1091460,903099,529210,16.5,0,0,528358,23.2,236589,64.7,243839,7.6,0,0,243663,10.7,88304,24.1,82.7
2021-03-10,"Virginia",3141805,2616782,1684219,19.7,0,0,1682778,25.2,802143,59,949845,11.1,0,0,949416,14.2,398186,29.3,83.3
2021-03-10,"Vermont",281530,207110,132811,21.3,0,0,132715,26,79460,63.5,69928,11.2,0,0,69882,13.7,27291,21.8,73.6
2021-03-10,"Washington",2989200,2303420,1469986,19.3,0,0,1468991,24.7,788509,65.2,819624,10.8,0,0,819258,13.8,432484,35.8,77.1
2021-03-10,"Wisconsin",2169885,1839822,1171932,20.1,0,0,1171316,25.7,692003,68,652728,11.2,0,0,652512,14.3,357729,35.2,84.8
2021-03-10,"West Virginia",778825,611113,370361,20.7,0,0,370008,25.8,212653,57.9,232746,13,0,0,232587,16.2,126159,34.4,78.5
2021-03-10,"Wyoming",259495,190180,116799,20.2,0,0,116725,26.2,63543,64.1,70919,12.3,0,0,70901,15.9,42141,42.5,73.3
2021-03-11,"Alaska",462875,313365,190712,26.1,0,0,189677,34.4,66074,72.1,122197,16.7,0,0,121574,22,51685,56.4,67.7
2021-03-11,"Alabama",1816230,1209802,790864,16.1,0,0,790553,20.7,440534,51.8,452746,9.2,0,0,452698,11.9,261765,30.8,66.6
2021-03-11,"Arkansas",1209300,800091,514556,17.1,0,0,514328,22.2,284220,54.3,285811,9.5,0,0,285768,12.3,139288,26.6,66.2
2021-03-11,"Arizona",2909125,2350374,1496266,20.6,0,0,1493745,26.5,796336,60.9,792205,10.9,0,0,791577,14,400428,30.6,80.8
2021-03-11,"California",15725740,11220508,7600220,19.2,0,0,7594351,24.8,3923922,67.2,3541495,9,0,0,3540224,11.6,1834815,31.4,71.4
2021-03-11,"Colorado",2298570,1764066,1133732,19.7,0,0,1133104,25.2,603994,71.7,640244,11.1,0,0,640083,14.2,347222,41.2,76.7
2021-03-11,"Connecticut",1604885,1304302,948575,26.6,0,0,947632,33.4,537869,85.3,362671,10.2,0,0,362374,12.8,170592,27.1,81.3
2021-03-11,"District of Columbia",373225,244060,108700,15.4,0,0,108677,18.8,50232,57.5,56459,8,0,0,56457,9.8,26913,30.8,65.4
2021-03-11,"Delaware",419015,299695,184777,19,0,0,184705,24,118219,62.6,108208,11.1,0,0,108188,14,65867,34.9,71.5
2021-03-11,"Florida",8595895,6332072,3963502,18.5,0,0,3959994,23,2859422,63.6,2179625,10.1,0,0,2179224,12.6,1627046,36.2,73.7
2021-03-11,"Georgia",3923755,2483900,1474110,13.9,0,0,1473574,18.2,898622,59.2,936451,8.8,0,0,936280,11.5,584869,38.6,63.3
2021-03-11,"Hawaii",667030,489283,304606,21.5,0,0,304335,27.3,119323,44.4,188723,13.3,0,0,188656,16.9,76270,28.4,73.4
2021-03-11,"Iowa",1231655,999390,680387,21.6,0,0,679876,28,389721,70.5,339509,10.8,0,0,339237,14,149773,27.1,81.1
2021-03-11,"Idaho",649425,507965,315010,17.6,0,0,315000,23.5,180871,62.2,187365,10.5,0,0,187362,14,90109,31,78.2
2021-03-11,"Illinois",5031335,3777731,2512334,19.8,0,0,2510204,25.5,1188261,58.2,1245707,9.8,0,0,1245092,12.6,555932,27.2,75.1
2021-03-11,"Indiana",2516910,1979075,1212721,18,0,0,1212458,23.5,728875,67.1,765301,11.4,0,0,765188,14.8,488827,45,78.6
2021-03-11,"Kansas",1206795,796242,548492,18.8,0,0,548067,24.8,289085,60.8,284796,9.8,0,0,284589,12.9,132370,27.8,66
2021-03-11,"Kentucky",1765905,1357068,922079,20.6,0,0,921551,26.6,448719,59.8,467334,10.5,0,0,467223,13.5,212090,28.3,76.8
2021-03-11,"Louisiana",1824270,1340630,846690,18.2,0,0,846464,23.8,477311,64.4,487828,10.5,0,0,487782,13.7,315018,42.5,73.5
2021-03-11,"Massachusetts",2859820,2376322,1608665,23.3,0,0,1607386,29,791792,67.7,776259,11.3,0,0,775818,14,332269,28.4,83.1
2021-03-11,"Maryland",2390890,1812309,1211872,20,0,0,1211243,25.7,567749,59.2,688419,11.4,0,0,688215,14.6,293339,30.6,75.8
2021-03-11,"Maine",581920,442593,297824,22.2,0,0,297701,27.2,185069,64.9,157423,11.7,0,0,157354,14.4,78739,27.6,76.1
2021-03-11,"Michigan",3826540,2899309,1880098,18.8,0,0,1879602,24,1083382,61.4,1050447,10.5,0,0,1050238,13.4,533273,30.2,75.8
2021-03-11,"Minnesota",2210960,1823592,1213677,21.5,0,0,1213048,28,664981,72.3,646257,11.5,0,0,645973,14.9,306765,33.3,82.5
2021-03-11,"Missouri",2249725,1724580,1085613,17.7,0,0,1085083,22.8,587382,55.3,581876,9.5,0,0,581711,12.2,285498,26.9,76.7
2021-03-11,"Mississippi",1195775,823604,538774,18.1,0,0,538620,23.6,282302,58,298373,10,0,0,298320,13.1,172820,35.5,68.9
2021-03-11,"Montana",450635,359446,230731,21.6,0,0,230414,27.4,123977,60.1,131017,12.3,0,0,130918,15.6,70996,34.4,79.8
2021-03-11,"North Carolina",4121260,3048105,1950352,18.6,0,0,1948841,23.8,1144226,65.3,1071902,10.2,0,0,1071274,13.1,713093,40.7,74
2021-03-11,"North Dakota",339590,286495,178388,23.4,0,0,178176,30.6,89143,74.4,96489,12.7,0,0,96427,16.6,50151,41.8,84.4
2021-03-11,"Nebraska",786200,629765,411300,21.3,0,0,410954,28.2,221522,70.9,226435,11.7,0,0,226279,15.5,101075,32.3,80.1
2021-03-11,"New Hampshire",547455,418658,306918,22.6,0,0,306395,27.7,177490,69.9,134741,9.9,0,0,134584,12.2,54608,21.5,76.5
2021-03-11,"New Jersey",3402540,2834934,1958556,22.1,0,0,1955972,28.2,848028,57.5,998133,11.2,0,0,997265,14.4,418401,28.4,83.3
